"Date","Date_original","TIMESTAMP_DAY","Year","AirT","DATE","RH","VP","VP_long_term","VPD","VPD_VPlongterm","VPD_data.range","precip","NetRad","Eto","Extra_date","Month","DOY","TA_Svgt","Model.P..Richards.growth.model..4P.","Mechanistic.Growth.Model..3P.","Week","DOY_cont","ETo_mm","Ta_1_1_1","RH_1_1_1","ETo_mm_pred.VPD","ETo_mm_pred_AirT","ETo_mm.combined"
1993-08-20,"20-Aug","08/20/1993",1993,9.7,"08/20/1993",NA,1.9708506093,10.6,NA,NA,"Bad",7.3,NA,NA,"",8,232,NA,NA,NA,34,NA,NA,NA,NA,NA,0.786734741230006,0.786734741230006
1993-08-21,"21-Aug","08/21/1993",1993,8.2,"08/21/1993",NA,1.7807840081,9.1,NA,NA,"Bad",1.4,NA,NA,"",8,233,NA,NA,NA,34,NA,NA,NA,NA,NA,0.68109839992585,0.68109839992585
1993-08-22,"22-Aug","08/22/1993",1993,10.8,"08/22/1993",NA,2.121352808,7.5,NA,NA,"Bad",0.4,NA,NA,"",8,234,NA,NA,NA,34,NA,NA,NA,NA,NA,0.866946702880427,0.866946702880427
1993-08-23,"23-Aug","08/23/1993",1993,14.2,"08/23/1993",NA,2.6523307782,8.3,NA,NA,"Bad",0.7,NA,NA,"",8,235,NA,NA,NA,34,NA,NA,NA,NA,NA,1.13037364893211,1.13037364893211
1993-08-24,"24-Aug","08/24/1993",1993,13.5,"08/24/1993",NA,2.5343650237,9.3,NA,NA,"Bad",0.2,NA,NA,"",8,236,NA,NA,NA,34,NA,NA,NA,NA,NA,1.07415823208697,1.07415823208697
1993-08-25,"25-Aug","08/25/1993",1993,13.3,"08/25/1993",NA,2.5015177728,8.2,NA,NA,"Bad",0.1,NA,NA,"",8,237,NA,NA,NA,34,NA,NA,NA,NA,NA,1.05828952666393,1.05828952666393
1993-08-26,"26-Aug","08/26/1993",1993,11.6,"08/26/1993",NA,2.2370642453,8.3,NA,NA,"Bad",0.4,NA,NA,"",8,238,NA,NA,NA,34,NA,NA,NA,NA,NA,0.926786667503584,0.926786667503584
1993-08-27,"27-Aug","08/27/1993",1993,10.8,"08/27/1993",NA,2.121352808,8.8,NA,NA,"Bad",0.5,NA,NA,"",8,239,NA,NA,NA,35,NA,NA,NA,NA,NA,0.866946702880427,0.866946702880427
1993-08-28,"28-Aug","08/28/1993",1993,10.1,"08/28/1993",NA,2.0244550007,8.8,NA,NA,"Bad",0.2,NA,NA,"",8,240,NA,NA,NA,35,NA,NA,NA,NA,NA,0.815629375282926,0.815629375282926
1993-08-29,"29-Aug","08/29/1993",1993,9.4,"08/29/1993",NA,1.9314704931,7.3,NA,NA,"Bad",0,NA,NA,"",8,241,NA,NA,NA,35,NA,NA,NA,NA,NA,0.765266228168062,0.765266228168062
1993-08-30,"30-Aug","08/30/1993",1993,8.3,"08/30/1993",NA,1.7929333882,6.8,NA,NA,"Bad",0,NA,NA,"",8,242,NA,NA,NA,35,NA,NA,NA,NA,NA,0.688009414052023,0.688009414052023
1993-08-31,"31-Aug","08/31/1993",1993,6.9,"08/31/1993",NA,1.629308328,6.7,NA,NA,"Bad",0,NA,NA,"",8,243,NA,NA,NA,35,NA,NA,NA,NA,NA,0.592921298845772,0.592921298845772
1993-09-01,"1-Sep","09/01/1993",1993,9.2,"09/01/1993",NA,1.9056031741,8.1,NA,NA,"Bad",0.4,NA,NA,"",9,244,NA,NA,NA,35,NA,NA,NA,NA,NA,0.751049524093016,0.751049524093016
1993-09-02,"2-Sep","09/02/1993",1993,8.4,"09/02/1993",NA,1.8051556624,7.5,NA,NA,"Bad",0.1,NA,NA,"",9,245,NA,NA,NA,35,NA,NA,NA,NA,NA,0.694938983214376,0.694938983214376
1993-09-03,"3-Sep","09/03/1993",1993,9.1,"09/03/1993",NA,1.8927841747,6.5,NA,NA,"Bad",0,NA,NA,"",9,246,NA,NA,NA,36,NA,NA,NA,NA,NA,0.743969709931058,0.743969709931058
1993-09-04,"4-Sep","09/04/1993",1993,8.6,"09/04/1993",NA,1.8298203877,5.7,NA,NA,"Bad",0.2,NA,NA,"",9,247,NA,NA,NA,36,NA,NA,NA,NA,NA,0.708853986051326,0.708853986051326
1993-09-05,"5-Sep","09/05/1993",1993,9.1,"09/05/1993",NA,1.8927841747,6.2,NA,NA,"Bad",1.2,NA,NA,"",9,248,NA,NA,NA,36,NA,NA,NA,NA,NA,0.743969709931058,0.743969709931058
1993-09-06,"6-Sep","09/06/1993",1993,9.9,"09/06/1993",NA,1.9974946893,7.3,NA,NA,"Bad",2.3,NA,NA,"",9,249,NA,NA,NA,36,NA,NA,NA,NA,NA,0.801143321448523,0.801143321448523
1993-09-07,"7-Sep","09/07/1993",1993,9.2,"09/07/1993",NA,1.9056031741,5.8,NA,NA,"Bad",0.4,NA,NA,"",9,250,NA,NA,NA,36,NA,NA,NA,NA,NA,0.751049524093016,0.751049524093016
1993-09-08,"8-Sep","09/08/1993",1993,6.4,"09/08/1993",NA,1.5741435528,5.9,NA,NA,"Bad",0,NA,NA,"",9,251,NA,NA,NA,36,NA,NA,NA,NA,NA,0.559817056052799,0.559817056052799
1993-09-09,"9-Sep","09/09/1993",1993,5.1,"09/09/1993",NA,1.4383419741,7.7,NA,NA,"Bad",0.8,NA,NA,"",9,252,NA,NA,NA,36,NA,NA,NA,NA,NA,0.475794543921383,0.475794543921383
1993-09-10,"10-Sep","09/10/1993",1993,10.7,"09/10/1993",NA,2.1072654255,7.2,NA,NA,"Bad",0,NA,NA,"",9,253,NA,NA,NA,37,NA,NA,NA,NA,NA,0.859556555378093,0.859556555378093
1993-09-11,"11-Sep","09/11/1993",1993,10.1,"09/11/1993",NA,2.0244550007,7.3,NA,NA,"Bad",0.1,NA,NA,"",9,254,NA,NA,NA,37,NA,NA,NA,NA,NA,0.815629375282926,0.815629375282926
1993-09-12,"12-Sep","09/12/1993",1993,8.2,"09/12/1993",NA,1.7807840081,5.5,NA,NA,"Bad",0.1,NA,NA,"",9,255,NA,NA,NA,37,NA,NA,NA,NA,NA,0.68109839992585,0.68109839992585
1993-09-13,"13-Sep","09/13/1993",1993,6.3,"09/13/1993",NA,1.5633102469,5,NA,NA,"Bad",0,NA,NA,"",9,256,NA,NA,NA,37,NA,NA,NA,NA,NA,0.553249297587245,0.553249297587245
1993-09-14,"14-Sep","09/14/1993",1993,5.9,"09/14/1993",NA,1.5206310652,5.4,NA,NA,"Bad",0.1,NA,NA,"",9,257,NA,NA,NA,37,NA,NA,NA,NA,NA,0.527153655753905,0.527153655753905
1993-09-15,"15-Sep","09/15/1993",1993,5.1,"09/15/1993",NA,1.4383419741,4.6,NA,NA,"Bad",0,NA,NA,"",9,258,NA,NA,NA,37,NA,NA,NA,NA,NA,0.475794543921383,0.475794543921383
1993-09-16,"16-Sep","09/16/1993",1993,5.3,"09/16/1993",NA,1.458537252,4.6,NA,NA,"Bad",0,NA,NA,"",9,259,NA,NA,NA,37,NA,NA,NA,NA,NA,0.488531227183777,0.488531227183777
1993-09-17,"17-Sep","09/17/1993",1993,4.3,"09/17/1993",NA,1.3600045855,4.1,NA,NA,"Bad",0.1,NA,NA,"",9,260,NA,NA,NA,38,NA,NA,NA,NA,NA,0.42552535472814,0.42552535472814
1993-09-18,"18-Sep","09/18/1993",1993,2.5,"09/18/1993",NA,1.1973545765,5.7,NA,NA,"Bad",0.6,NA,NA,"",9,261,NA,NA,NA,38,NA,NA,NA,NA,NA,0.316285696691303,0.316285696691303
1993-09-19,"19-Sep","09/19/1993",1993,1.6,"09/19/1993",NA,1.1226677735,5.5,NA,NA,"Bad",0.4,NA,NA,"",9,262,NA,NA,NA,38,NA,NA,NA,NA,NA,0.263611416592255,0.263611416592255
1993-09-20,"20-Sep","09/20/1993",1993,3.5,"09/20/1993",NA,1.2854551168,5.2,NA,NA,"Bad",0,NA,NA,"",9,263,NA,NA,NA,38,NA,NA,NA,NA,NA,0.376322958269526,0.376322958269526
1993-09-21,"21-Sep","09/21/1993",1993,6,"09/21/1993",NA,1.5312034351,7.2,NA,NA,"Bad",3.3,NA,NA,"",9,264,NA,NA,NA,38,NA,NA,NA,NA,NA,0.533651351335849,0.533651351335849
1993-09-22,"22-Sep","09/22/1993",1993,7.3,"09/22/1993",NA,1.6746589714,8.4,NA,NA,"Bad",14.7,NA,NA,"",9,265,NA,NA,NA,38,NA,NA,NA,NA,NA,0.619726095280945,0.619726095280945
1993-09-23,"23-Sep","09/23/1993",1993,8.4,"09/23/1993",NA,1.8051556624,6.3,NA,NA,"Bad",0.5,NA,NA,"",9,266,NA,NA,NA,38,NA,NA,NA,NA,NA,0.694938983214376,0.694938983214376
1993-09-24,"24-Sep","09/24/1993",1993,8.5,"09/24/1993",NA,1.8174512039,6,NA,NA,"Bad",0.4,NA,NA,"",9,267,NA,NA,NA,39,NA,NA,NA,NA,NA,0.701887157230396,0.701887157230396
1993-09-25,"25-Sep","09/25/1993",1993,5.2,"09/25/1993",NA,1.448408581,5.6,NA,NA,"Bad",0,NA,NA,"",9,268,NA,NA,NA,39,NA,NA,NA,NA,NA,0.482154347992644,0.482154347992644
1993-09-26,"26-Sep","09/26/1993",1993,4,"09/26/1993",NA,1.3316132548,5.9,NA,NA,"Bad",0.5,NA,NA,"",9,269,NA,NA,NA,39,NA,NA,NA,NA,NA,0.406950667848707,0.406950667848707
1993-09-27,"27-Sep","09/27/1993",1993,4.5,"09/27/1993",NA,1.3792275141,5.5,NA,NA,"Bad",0.1,NA,NA,"",9,270,NA,NA,NA,39,NA,NA,NA,NA,NA,0.437991745165333,0.437991745165333
1993-09-28,"28-Sep","09/28/1993",1993,2.3,"09/28/1993",NA,1.1803887242,5.2,NA,NA,"Bad",0,NA,NA,"",9,271,NA,NA,NA,39,NA,NA,NA,NA,NA,0.30447020868469,0.30447020868469
1993-09-29,"29-Sep","09/29/1993",1993,4.1,"09/29/1993",NA,1.3410183745,7.1,NA,NA,"Bad",0,NA,NA,"",9,272,NA,NA,NA,39,NA,NA,NA,NA,NA,0.413125636440261,0.413125636440261
1993-09-30,"30-Sep","09/30/1993",1993,3.7,"09/30/1993",NA,1.3037461116,6.9,NA,NA,"Bad",0,NA,NA,"",9,273,NA,NA,NA,39,NA,NA,NA,NA,NA,0.388524791928325,0.388524791928325
1993-10-01,"1-Oct","10/01/1993",1993,1.3,"10/01/1993",78,1.0987034877,5.5,0.1474460081,0.1983606557,"Bad",0,NA,NA,"",10,274,NA,0.0008245,0.35487597,40,NA,NA,NA,NA,0.398982923937233,0.246333901965261,0.398982923937233
1993-10-02,"2-Oct","10/02/1993",1993,-1.3,"10/02/1993",75,0.9092198895,5.9,0.1386560332,0.2418032787,"Bad",0,NA,NA,"",10,275,NA,0.00081281,0.33234398,40,NA,NA,NA,NA,0.375574937770782,0.102276505739317,0.375574937770782
1993-10-03,"3-Oct","10/03/1993",1993,-1,"10/03/1993",88,0.929495407,5.9,0.0680390638,0.1160655738,"Bad",0,NA,NA,"",10,276,NA,0.00072406,0.14395616,40,NA,NA,NA,NA,0.176642877784072,0.118390584805177,0.176642877784072
1993-10-04,"4-Oct","10/04/1993",1993,0.1,"10/04/1993",96,1.0073039947,7.9,0.0245782175,0.0518032787,"Bad",6.3,NA,NA,"",10,277,NA,0.00067379,0.02122424,40,NA,NA,NA,NA,0.0440219396192471,0.178596985142881,0.0440219396192471
1993-10-05,"5-Oct","10/05/1993",1993,1,"10/05/1993",92,1.0751923014,9.8,0.0524693843,0.1285245902,"Bad",0.4,NA,NA,"",10,278,NA,0.00070568,0.10059981,40,NA,NA,NA,NA,0.13006075641116,0.229194806011937,0.13006075641116
1993-10-06,"6-Oct","10/06/1993",1993,0.9,"10/06/1993",80,1.067454649,6.4,0.1302294672,0.2098360656,"Bad",0.1,NA,NA,"",10,279,NA,0.00080174,0.3105568,40,NA,NA,NA,NA,0.352861483327707,0.22351234180748,0.352861483327707
1993-10-07,"7-Oct","10/07/1993",1993,9.1,"10/07/1993",91,1.8927841747,5.8,0.1039138512,0.0855737705,"Bad",12.4,NA,NA,"",10,280,NA,0.00076802,0.24132283,40,NA,NA,NA,NA,0.280171352964635,0.743969709931058,0.280171352964635
1993-10-08,"8-Oct","10/08/1993",1993,5.7,"10/08/1993",91,1.499679149,5.6,0.0823323853,0.0826229508,"Bad",6.9,NA,NA,"",10,281,NA,0.0007413,0.18316833,41,NA,NA,NA,NA,0.218517792613791,0.514210413877981,0.218517792613791
1993-10-09,"9-Oct","10/09/1993",1993,2.8,"10/09/1993",94,1.223207119,5.8,0.0447693806,0.0570491803,"Bad",0.8,NA,NA,"",10,282,NA,0.00069675,0.07890711,41,NA,NA,NA,NA,0.106643909117689,0.334128155623007,0.106643909117689
1993-10-10,"10-Oct","10/10/1993",1993,0.9,"10/10/1993",90,1.067454649,5.1,0.0651147336,0.0836065574,"Bad",0,NA,NA,"",10,283,NA,0.00072058,0.13586429,41,NA,NA,NA,NA,0.167971324628238,0.22351234180748,0.167971324628238
1993-10-11,"11-Oct","10/11/1993",1993,-0.2,"10/11/1993",85,0.9855323535,4.4,0.0901762103,0.1081967213,"Bad",0.7,NA,NA,"",10,284,NA,0.00075091,0.20445002,41,NA,NA,NA,NA,0.241142599759667,0.162000562970328,0.241142599759667
1993-10-12,"12-Oct","10/12/1993",1993,2.8,"10/12/1993",88,1.223207119,4.6,0.0895387611,0.0904918033,"Bad",9,NA,NA,"",10,285,NA,0.00075013,0.20272673,41,NA,NA,NA,NA,0.239313235412976,0.334128155623007,0.239313235412976
1993-10-13,"13-Oct","10/13/1993",1993,0.1,"10/13/1993",91,1.0073039947,5.1,0.0553009893,0.0752459016,"Bad",12,NA,NA,"",10,286,NA,0.00070899,0.10853519,41,NA,NA,NA,NA,0.13860852838755,0.178596985142881,0.13860852838755
1993-10-14,"14-Oct","10/14/1993",1993,3.8,"10/14/1993",78,1.3129774323,3.5,0.1762015714,0.1262295082,"Bad",0.3,NA,NA,"",10,287,NA,0.00086379,0.42721862,41,NA,NA,NA,NA,0.473569747047656,0.394650289807172,0.473569747047656
1993-10-15,"15-Oct","10/15/1993",1993,-2.4,"10/15/1993",75,0.8381833159,3.2,0.1278229557,0.131147541,"Bad",0.8,NA,NA,"",10,288,NA,0.0007986,0.30430091,42,NA,NA,NA,NA,0.346325279132638,0.0442882134225512,0.346325279132638
1993-10-16,"16-Oct","10/16/1993",1993,-2.4,"10/16/1993",84,0.8381833159,4.2,0.0818066916,0.1101639344,"Bad",0,NA,NA,"",10,289,NA,0.00074066,0.18173606,42,NA,NA,NA,NA,0.216992536187274,0.0442882134225512,0.216992536187274
1993-10-17,"17-Oct","10/17/1993",1993,-0.6,"10/17/1993",81,0.9571512215,3.6,0.1109338266,0.1121311475,"Bad",0,NA,NA,"",10,290,NA,0.00077689,0.25997029,42,NA,NA,NA,NA,0.299826017088784,0.140078645658037,0.299826017088784
1993-10-18,"18-Oct","10/18/1993",1993,-1.2,"10/18/1993",79,0.9159344771,4.3,0.1173312065,0.1480327869,"Bad",0.3,NA,NA,"",10,291,NA,0.00078505,0.27685029,42,NA,NA,NA,NA,0.317569359580569,0.107633469911008,0.317569359580569
1993-10-19,"19-Oct","10/19/1993",1993,-5.5,"10/19/1993",77,0.6636942608,6,0.0931163048,0.2262295082,"Bad",0.2,NA,NA,"",10,292,NA,0.00075454,0.2123841,42,NA,NA,NA,NA,0.24955895304587,0,0.24955895304587
1993-10-20,"20-Oct","10/20/1993",1993,-4.7,"10/20/1993",88,0.7053214583,4.1,0.0516295307,0.0806557377,"Bad",2,NA,NA,"",10,293,NA,0.0007047,0.09824186,42,NA,NA,NA,NA,0.127518938037213,0,0.127518938037213
1993-10-21,"21-Oct","10/21/1993",1993,-5,"10/21/1993",83,0.6894476442,2.5,0.0714957207,0.0696721311,"Bad",0,NA,NA,"",10,294,NA,0.00072819,0.15349057,42,NA,NA,NA,NA,0.186847071688788,0,0.186847071688788
1993-10-22,"22-Oct","10/22/1993",1993,-0.9,"10/22/1993",81,0.9363422431,2.2,0.108522066,0.0685245902,"Bad",0,NA,NA,"",10,295,NA,0.00077383,0.25357858,43,NA,NA,NA,NA,0.293095386627064,0.123790812861822,0.293095386627064
1993-10-23,"23-Oct","10/23/1993",1993,3.8,"10/23/1993",80,1.3129774323,3.2,0.1601832467,0.1049180328,"Bad",0.3,NA,NA,"",10,296,NA,0.0008417,0.38717683,43,NA,NA,NA,NA,0.432393370662789,0.394650289807172,0.432393370662789
1993-10-24,"24-Oct","10/24/1993",1993,4.5,"10/24/1993",69,1.3792275141,4.1,0.2608119229,0.2083606557,"Bad",0,NA,NA,"",10,297,NA,0.0009891,0.62840266,43,NA,NA,NA,NA,0.676328000153623,0.437991745165333,0.676328000153623
1993-10-25,"25-Oct","10/25/1993",1993,5.3,"10/25/1993",60,1.458537252,3.4,0.3558830895,0.2229508197,"Bad",0,NA,NA,"",10,298,NA,0.00114868,0.83505271,43,NA,NA,NA,NA,0.87715062769903,0.488531227183777,0.87715062769903
1993-10-26,"26-Oct","10/26/1993",1993,3,"10/26/1993",84,1.240714735,3.8,0.1210937581,0.0996721311,"Bad",0.4,NA,NA,"",10,299,NA,0.00078989,0.28672777,43,NA,NA,NA,NA,0.327930626921504,0.346103111693383,0.327930626921504
1993-10-27,"27-Oct","10/27/1993",1993,0.9,"10/27/1993",80,1.067454649,5.6,0.1302294672,0.1836065574,"Bad",1.5,NA,NA,"",10,300,NA,0.00080174,0.3105568,43,NA,NA,NA,NA,0.352861483327707,0.22351234180748,0.352861483327707
1993-10-28,"28-Oct","10/28/1993",1993,0.4,"10/28/1993",57,1.0294997906,3.8,0.2700377951,0.2678688525,"Bad",0,NA,NA,"",10,301,NA,0.00100368,0.64932803,43,NA,NA,NA,NA,0.697013231823742,0.195327443250061,0.697013231823742
1993-10-29,"29-Oct","10/29/1993",1993,0,"10/29/1993",69,1,4.4,0.1891,0.2236065574,"Bad",0,NA,NA,"",10,302,NA,0.00088194,0.45899851,44,NA,NA,NA,NA,0.506058725427037,0.173050004743383,0.506058725427037
1993-10-30,"30-Oct","10/30/1993",1993,0.1,"10/30/1993",80,1.0073039947,4.7,0.1228910874,0.1540983607,"Bad",0,NA,NA,"",10,303,NA,0.00079221,0.29143303,44,NA,NA,NA,NA,0.332860777625051,0.178596985142881,0.332860777625051
1993-10-31,"31-Oct","10/31/1993",1993,-1.3,"10/31/1993",66,0.9092198895,4.3,0.1885722051,0.2396721311,"Bad",0,NA,NA,"",10,304,NA,0.00088119,0.45770612,44,NA,NA,NA,NA,0.504740827940967,0.102276505739317,0.504740827940967
1993-11-01,"1-Nov","11/01/1993",1993,-0.6,"11/01/1993",76,0.9571512215,5.5,0.1401269388,0.2163934426,"Bad",0,NA,NA,"",11,305,NA,0.00081476,0.33612827,44,NA,NA,NA,NA,0.379512188862331,0.140078645658037,0.379512188862331
1993-11-02,"2-Nov","11/02/1993",1993,0.3,"11/02/1993",88,1.0220536281,4.9,0.0748143256,0.0963934426,"Bad",0,NA,NA,"",11,306,NA,0.00073219,0.16261323,44,NA,NA,NA,NA,0.196597178968987,0.189735664357582,0.196597178968987
1993-11-03,"3-Nov","11/03/1993",1993,-3.5,"11/03/1993",91,0.7721052551,4.1,0.0423885785,0.0604918033,"Bad",0,NA,NA,"",11,307,NA,0.000694,0.07216596,44,NA,NA,NA,NA,0.099352077480877,0,0.099352077480877
1993-11-04,"4-Nov","11/04/1993",1993,1,"11/04/1993",94,1.0751923014,4.4,0.0393520382,0.0432786885,"Bad",0.4,NA,NA,"",11,308,NA,0.00069052,0.06354479,44,NA,NA,NA,NA,0.0900163863005207,0.229194806011937,0.0900163863005207
1993-11-05,"5-Nov","11/05/1993",1993,1.7,"11/05/1993",90,1.1307578482,3.9,0.0689762287,0.0639344262,"Bad",0,NA,NA,"",11,309,NA,0.00072518,0.14654438,45,NA,NA,NA,NA,0.179414329207262,0.269401540797084,0.179414329207262
1993-11-06,"6-Nov","11/06/1993",1993,-0.5,"11/06/1993",88,0.9641778738,2.7,0.0705778204,0.0531147541,"Bad",0,NA,NA,"",11,310,NA,0.00072709,0.15096196,45,NA,NA,NA,NA,0.184142226355593,0.145537102904557,0.184142226355593
1993-11-07,"7-Nov","11/07/1993",1993,-4.6,"11/07/1993",89,0.7106842621,3.1,0.047686914,0.0559016393,"Bad",0,NA,NA,"",11,311,NA,0.00070012,0.08714614,45,NA,NA,NA,NA,0.115546402156776,0,0.115546402156776
1993-11-08,"8-Nov","11/08/1993",1993,-2.6,"11/08/1993",93,0.8258093493,4.4,0.0352620592,0.0504918033,"Bad",1.1,NA,NA,"",11,312,NA,0.00068585,0.0518913,45,NA,NA,NA,NA,0.0773787874083032,0.033927409264368,0.0773787874083032
1993-11-09,"9-Nov","11/09/1993",1993,-8.3,"11/09/1993",93,0.5346224381,4.7,0.0228283781,0.0539344262,"Bad",3.2,NA,NA,"",11,313,NA,0.00067183,0.01617018,45,NA,NA,NA,NA,0.0385107177562982,0,0.0385107177562982
1993-11-10,"10-Nov","11/10/1993",1993,-15.7,"11/10/1993",94,0.2940338234,5.7,0.0107616379,0.0560655738,"Bad",4.6,NA,NA,"",11,314,NA,0.00065847,-0.018924,45,NA,NA,NA,NA,0.000134418211987138,0,0.000134418211987138
1993-11-11,"11-Nov","11/11/1993",1993,-12.9,"11/11/1993",96,0.3703889718,6.2,0.0090374909,0.0406557377,"Bad",0.8,NA,NA,"",11,315,NA,0.00065658,-0.0239731,45,NA,NA,NA,NA,0,0,0
1993-11-12,"12-Nov","11/12/1993",1993,-16.8,"11/12/1993",89,0.2681094734,4.4,0.0179901457,0.0793442623,"Bad",1.7,NA,NA,"",11,316,NA,0.00066645,0.00214978,46,NA,NA,NA,NA,0.023201656652405,0,0.023201656652405
1993-11-13,"13-Nov","11/13/1993",1993,-12.9,"11/13/1993",94,0.3703889718,5.8,0.0135562364,0.0570491803,"Bad",7,NA,NA,"",11,317,NA,0.00066154,-0.0107587,46,NA,NA,NA,NA,0.00908020403993357,0,0.00908020403993357
1993-11-14,"14-Nov","11/14/1993",1993,-2,"11/14/1993",94,0.8634247426,5.8,0.0316013456,0.0570491803,"Bad",2.3,NA,NA,"",11,318,NA,0.0006817,0.04142041,46,NA,NA,NA,NA,0.0660057758321717,0.0651772485660762,0.0660057758321717
1993-11-15,"15-Nov","11/15/1993",1993,-1.2,"11/15/1993",92,0.9159344771,4.6,0.0446976025,0.0603278689,"Bad",3.3,NA,NA,"",11,319,NA,0.00069666,0.07870411,46,NA,NA,NA,NA,0.106424426503304,0.107633469911008,0.106424426503304
1993-11-16,"16-Nov","11/16/1993",1993,-3.6,"11/16/1993",90,0.7663334951,3.4,0.0467463432,0.0557377049,"Bad",0,NA,NA,"",11,320,NA,0.00069903,0.08449262,46,NA,NA,NA,NA,0.112680354284527,0,0.112680354284527
1993-11-17,"17-Nov","11/17/1993",1993,-11.8,"11/17/1993",90,0.4049157641,3.6,0.0246998616,0.0590163934,"Bad",0,NA,NA,"",11,321,NA,0.00067393,0.02157526,46,NA,NA,NA,NA,0.0444045610248369,0,0.0444045610248369
1993-11-18,"18-Nov","11/18/1993",1993,-9.9,"11/18/1993",89,0.47134532,3.1,0.031627271,0.0559016393,"Bad",0,NA,NA,"",11,322,NA,0.00068173,0.0414947,46,NA,NA,NA,NA,0.0660865261889042,0,0.0660865261889042
1993-11-19,"19-Nov","11/19/1993",1993,-11.5,"11/19/1993",95,0.4148160584,4.9,0.0126518898,0.0401639344,"Bad",0.8,NA,NA,"",11,323,NA,0.00066055,-0.0133985,47,NA,NA,NA,NA,0.00618914724566129,0,0.00618914724566129
1993-11-20,"20-Nov","11/20/1993",1993,-1.3,"11/20/1993",88,0.9092198895,3.9,0.0665548959,0.0767213115,"Bad",0,NA,NA,"",11,324,NA,0.00072229,0.1398523,47,NA,NA,NA,NA,0.172246311819346,0.102276505739317,0.172246311819346
1993-11-21,"21-Nov","11/21/1993",1993,-2.3,"11/21/1993",87,0.8444316361,2.8,0.0669634287,0.0596721311,"Bad",0.1,NA,NA,"",11,325,NA,0.00072278,0.14098254,47,NA,NA,NA,NA,0.17345742803358,0.0494894877284294,0.17345742803358
1993-11-22,"22-Nov","11/22/1993",1993,0.5,"11/22/1993",86,1.0369938684,2.5,0.0885592764,0.0573770492,"Bad",0.1,NA,NA,"",11,326,NA,0.00074892,0.20007664,47,NA,NA,NA,NA,0.236499093648821,0.200934235230022,0.236499093648821
1993-11-23,"23-Nov","11/23/1993",1993,1.4,"11/23/1993",86,1.1066408711,3,0.0945071304,0.068852459,"Bad",0.1,NA,NA,"",11,327,NA,0.00075627,0.21612924,47,NA,NA,NA,NA,0.253528243074712,0.252077638635188,0.253528243074712
1993-11-24,"24-Nov","11/24/1993",1993,0.2,"11/24/1993",90,1.0146551169,4.2,0.0618939621,0.068852459,"Bad",6.8,NA,NA,"",11,328,NA,0.00071676,0.1269247,47,NA,NA,NA,NA,0.158379380999268,0.184158858352627,0.158379380999268
1993-11-25,"25-Nov","11/25/1993",1993,-4.6,"11/25/1993",87,0.7106842621,3.1,0.056357262,0.0660655738,"Bad",0,NA,NA,"",11,329,NA,0.00071023,0.11148957,47,NA,NA,NA,NA,0.1417883961577,0,0.1417883961577
1993-11-26,"26-Nov","11/26/1993",1993,-5.3,"11/26/1993",83,0.6738913928,1.7,0.0698825374,0.0473770492,"Bad",0,NA,NA,"",11,330,NA,0.00072626,0.14904507,48,NA,NA,NA,NA,0.182091059252454,0,0.182091059252454
1993-11-27,"27-Nov","11/27/1993",1993,2,"11/27/1993",82,1.1553379261,1.6,0.1268561043,0.0472131148,"Bad",0,NA,NA,"",11,331,NA,0.00079734,0.30178327,48,NA,NA,NA,NA,0.343693029063517,0.286865354163549,0.343693029063517
1993-11-28,"28-Nov","11/28/1993",1993,1,"11/28/1993",81,1.0751923014,1.4,0.1246147877,0.0436065574,"Bad",0,NA,NA,"",11,332,NA,0.00079444,0.2959376,48,NA,NA,NA,NA,0.337577271616369,0.229194806011937,0.337577271616369
1993-11-29,"29-Nov","11/29/1993",1993,-1.2,"11/29/1993",89,0.9159344771,3.2,0.0614592034,0.057704918,"Bad",0,NA,NA,"",11,333,NA,0.00071624,0.12571578,48,NA,NA,NA,NA,0.15708127341368,0.107633469911008,0.15708127341368
1993-11-30,"30-Nov","11/30/1993",1993,-7.6,"11/30/1993",90,0.5646016725,3.4,0.034440702,0.0557377049,"Bad",1,NA,NA,"",11,334,NA,0.00068492,0.04954527,48,NA,NA,NA,NA,0.0748321069263301,0,0.0748321069263301
1993-12-01,"1-Dec","12/01/1993",1993,-1.5,"12/01/1993",89,0.8959212437,3.3,0.0601163155,0.0595081967,"Bad",6.8,NA,NA,"",12,335,NA,0.00071466,0.12197832,48,NA,NA,NA,NA,0.153066648672313,0.0916055713872163,0.153066648672313
1993-12-02,"2-Dec","12/02/1993",1993,-0.6,"12/02/1993",92,0.9571512215,4.4,0.0467089796,0.057704918,"Bad",8.8,NA,NA,"",12,336,NA,0.00069899,0.08438716,48,NA,NA,NA,NA,0.112566423994431,0.140078645658037,0.112566423994431
1993-12-03,"3-Dec","12/03/1993",1993,-3.4,"12/03/1993",90,0.7779154928,3.5,0.0474528451,0.0573770492,"Bad",3.6,NA,NA,"",12,337,NA,0.00069985,0.08648602,49,NA,NA,NA,NA,0.114833516410767,0,0.114833516410767
1993-12-04,"4-Dec","12/04/1993",1993,-1.5,"12/04/1993",93,0.8959212437,4.2,0.0382558371,0.0481967213,"Bad",9.4,NA,NA,"",12,338,NA,0.00068927,0.06042608,49,NA,NA,NA,NA,0.0866363673219331,0.0916055713872163,0.0866363673219331
